timestamp,latitude,longitude,altitude
2025-07-29 12:00:00,37.77484912272941,-122.420378484505,26.81
2025-07-29 12:00:10,37.77466279495819,-122.41957796804554,22.05
2025-07-29 12:00:20,37.77478633270004,-122.4187067486352,29.31
2025-07-29 12:00:30,37.77540486939691,-122.419210638569,28.17
2025-07-29 12:00:40,37.775327590638504,-122.42036144639927,25.39
2025-07-29 12:00:50,37.77460606996571,-122.4203898923361,29.97
2025-07-29 12:01:00,37.77581060951392,-122.41989110436575,22.26
2025-07-29 12:01:10,37.77583678393563,-122.41951296245857,25.83
2025-07-29 12:01:20,37.77537515945685,-122.41927941292343,26.1
2025-07-29 12:01:30,37.774170868250536,-122.41939380962201,27.25
2025-07-29 12:01:40,37.774796704036426,-122.42027101041464,27.02
2025-07-29 12:01:50,37.77583757809286,-122.41908361216379,23.29
2025-07-29 12:02:00,37.77401367553532,-122.41961176007204,23.01
2025-07-29 12:02:10,37.77574419565046,-122.42037956877982,23.25
2025-07-29 12:02:20,37.77423738872626,-122.42031234659463,26.35
2025-07-29 12:02:30,37.775046822589886,-122.41907820288732,24.61
2025-07-29 12:02:40,37.77558740143534,-122.41965623037588,23.27
2025-07-29 12:02:50,37.77471637703992,-122.41932907228859,23.77
2025-07-29 12:03:00,37.774808844703706,-122.41934674173895,23.33
2025-07-29 12:03:10,37.774980792925604,-122.42017252205122,30.4
2025-07-29 12:03:20,37.77455273899753,-122.42004091932888,19.0
2025-07-29 12:03:30,37.77490722286651,-122.41933741394668,22.06
2025-07-29 12:03:40,37.774466797535474,-122.42009074282052,25.24
2025-07-29 12:03:50,37.77446358067117,-122.41973089150382,29.58
2025-07-29 12:04:00,37.77460774824912,-122.41970721725788,25.3
2025-07-29 12:04:10,37.77580514789722,-122.41980796317236,25.53
2025-07-29 12:04:20,37.774865953586115,-122.41994027123609,23.75
2025-07-29 12:04:30,37.77574708302519,-122.41949944510063,29.22
2025-07-29 12:04:40,37.774633609751376,-122.41855239139436,22.88
2025-07-29 12:04:50,37.77482823026961,-122.41956638760729,26.62
2025-07-29 12:05:00,37.77480323820067,-122.41899102842355,22.34
2025-07-29 12:05:10,37.77586460259138,-122.41925176723566,27.74
2025-07-29 12:05:20,37.77484457857254,-122.4197584694512,24.87
2025-07-29 12:05:30,37.77529591073721,-122.42001615925604,22.04
2025-07-29 12:05:40,37.775456212510825,-122.41924486926922,24.27
2025-07-29 12:05:50,37.77574297708924,-122.42008396987305,25.35
2025-07-29 12:06:00,37.77561468772823,-122.41847037725184,25.55
2025-07-29 12:06:10,37.775336754164584,-122.4199844873335,30.25
2025-07-29 12:06:20,37.77436080317134,-122.41872242432993,24.97
2025-07-29 12:06:30,37.7757967149046,-122.41873855935177,30.43
2025-07-29 12:06:40,37.774261086061145,-122.41968212034061,27.28
2025-07-29 12:06:50,37.77554162242509,-122.41891871456859,25.4
2025-07-29 12:07:00,37.77390021287675,-122.4184986534629,30.01
2025-07-29 12:07:10,37.77554694641924,-122.41856549857798,30.65
2025-07-29 12:07:20,37.77462468562113,-122.42023333264612,28.34
2025-07-29 12:07:30,37.77560783450927,-122.41848992417701,29.32
2025-07-29 12:07:40,37.77428135032092,-122.41962384971309,27.37
2025-07-29 12:07:50,37.775431519979605,-122.41986975990037,25.08
2025-07-29 12:08:00,37.77406200272353,-122.41973944126711,28.66
2025-07-29 12:08:10,37.773972858879965,-122.41923936407585,24.4
2025-07-29 12:08:20,37.77579126753318,-122.41902229158141,27.6
2025-07-29 12:08:30,37.77461409106893,-122.42001140104176,27.85
2025-07-29 12:08:40,37.7745145967698,-122.419506797291,24.23
2025-07-29 12:08:50,37.7747806822257,-122.41840628937528,24.86
2025-07-29 12:09:00,37.77556049495484,-122.41872112144925,27.44
2025-07-29 12:09:10,37.775294228693475,-122.41994441386494,25.1
2025-07-29 12:09:20,37.77580574667625,-122.41851508906312,29.31
2025-07-29 12:09:30,37.77500370255905,-122.4200922058188,29.38
2025-07-29 12:09:40,37.77546361780101,-122.41887165708367,25.74
2025-07-29 12:09:50,37.774215768399664,-122.41955809657412,22.06
2025-07-29 12:10:00,37.77483788601448,-122.4186439164815,26.01
2025-07-29 12:10:10,37.775767501415515,-122.41999045963576,30.28
2025-07-29 12:10:20,37.773950330699,-122.4184546002948,26.19
2025-07-29 12:10:30,37.77588243339518,-122.41873027799527,25.21
2025-07-29 12:10:40,37.77530579520675,-122.42033430878621,25.26
2025-07-29 12:10:50,37.774216936200816,-122.41871269856532,24.67
2025-07-29 12:11:00,37.775316082635875,-122.41840992968498,20.26
2025-07-29 12:11:10,37.7754390528197,-122.41984537011831,27.34
2025-07-29 12:11:20,37.77416823203982,-122.4203913497172,21.4
2025-07-29 12:11:30,37.7758325482864,-122.42010553570091,23.89
2025-07-29 12:11:40,37.77459203319955,-122.42002071145646,27.37
2025-07-29 12:11:50,37.77493375344677,-122.41967503942165,22.14
2025-07-29 12:12:00,37.77415423416098,-122.41968993915405,28.23
2025-07-29 12:12:10,37.775714109818445,-122.4184531678161,20.59
2025-07-29 12:12:20,37.77483241965866,-122.42003598888296,24.49
2025-07-29 12:12:30,37.773987288676025,-122.41908884547627,29.49
2025-07-29 12:12:40,37.77555830291591,-122.41986747606015,23.67
2025-07-29 12:12:50,37.775679048152845,-122.41894401133813,19.82
2025-07-29 12:13:00,37.7740904538196,-122.42004085698619,20.23
2025-07-29 12:13:10,37.77470731779028,-122.41887225369469,25.88
2025-07-29 12:13:20,37.77539033602743,-122.41999080644239,27.57
2025-07-29 12:13:30,37.77418824478022,-122.41879900443764,22.64
2025-07-29 12:13:40,37.77566636758909,-122.41880025702275,26.79
2025-07-29 12:13:50,37.77460530690601,-122.41893347743753,28.53
2025-07-29 12:14:00,37.77564987943284,-122.42024722587922,25.2
2025-07-29 12:14:10,37.77585236161136,-122.41999061247533,23.85
2025-07-29 12:14:20,37.774655448087316,-122.41872253339012,25.72
2025-07-29 12:14:30,37.77474340450098,-122.4192298328988,27.13
2025-07-29 12:14:40,37.775722903129015,-122.4187349417902,23.82
2025-07-29 12:14:50,37.774900701564,-122.41977227268373,19.29
2025-07-29 12:15:00,37.77570348178273,-122.41922027766353,24.9
2025-07-29 12:15:10,37.77546726581221,-122.42007987528433,27.33
2025-07-29 12:15:20,37.77450496942124,-122.41962727219996,18.95
2025-07-29 12:15:30,37.77513148212101,-122.41951245652291,21.74
2025-07-29 12:15:40,37.775692319652684,-122.41862538111747,24.46
2025-07-29 12:15:50,37.77585937137527,-122.41927060011724,16.13
2025-07-29 12:16:00,37.77459277727496,-122.41980344629857,26.28
2025-07-29 12:16:10,37.774179731024546,-122.42007107749006,24.41
2025-07-29 12:16:20,37.77398642517652,-122.41941836176262,24.13
2025-07-29 12:16:30,37.77452044079914,-122.41842012078374,25.13
2025-07-29 12:16:40,37.77558469016144,-122.41924857972683,25.15
2025-07-29 12:16:50,37.77571015193965,-122.42009084650857,29.18
2025-07-29 12:17:00,37.77577208119142,-122.41982192364198,28.52
2025-07-29 12:17:10,37.77520837379006,-122.41982109709657,28.82
2025-07-29 12:17:20,37.774425741802666,-122.41894180427603,20.43
2025-07-29 12:17:30,37.77466507510297,-122.41854154904091,29.09
2025-07-29 12:17:40,37.77397642861013,-122.41974216002568,20.98
2025-07-29 12:17:50,37.77553779525404,-122.41985319995052,23.39
2025-07-29 12:18:00,37.77572058964488,-122.41850414624437,25.47
2025-07-29 12:18:10,37.775427751221024,-122.41925988547538,26.11
2025-07-29 12:18:20,37.77501496678192,-122.41869022135725,22.97
2025-07-29 12:18:30,37.77435636104538,-122.4190880856541,23.03
2025-07-29 12:18:40,37.77528311021125,-122.4197850556304,25.45
2025-07-29 12:18:50,37.7741753596982,-122.41996554493245,25.31
2025-07-29 12:19:00,37.77517246314353,-122.4196675347871,25.05
2025-07-29 12:19:10,37.77543324523572,-122.41949059455996,23.23
2025-07-29 12:19:20,37.77572648638087,-122.41975378371758,23.12
2025-07-29 12:19:30,37.77452657514232,-122.4189196002126,26.64
2025-07-29 12:19:40,37.77474589893345,-122.41865530390096,23.44
2025-07-29 12:19:50,37.775378003412186,-122.41977866606454,21.46
2025-07-29 12:20:00,37.774730058142914,-122.41849912909434,24.67
2025-07-29 12:20:10,37.77583824581267,-122.41847599956344,20.83
2025-07-29 12:20:20,37.77498415897105,-122.41938940426036,25.27
2025-07-29 12:20:30,37.77467836698778,-122.41850772273337,23.82
2025-07-29 12:20:40,37.77459842366402,-122.42034770380907,22.31
2025-07-29 12:20:50,37.77424563023155,-122.41914374651294,23.66
2025-07-29 12:21:00,37.774723965207194,-122.41902459203061,22.58
2025-07-29 12:21:10,37.775770434698835,-122.4185872625985,29.23
2025-07-29 12:21:20,37.774507562930545,-122.4197131555609,27.83
2025-07-29 12:21:30,37.77454265246143,-122.4192409346379,27.87
2025-07-29 12:21:40,37.77519501518012,-122.41904412006352,25.29
2025-07-29 12:21:50,37.774150606218384,-122.41939953376108,22.71
2025-07-29 12:22:00,37.77588185373995,-122.42024356684098,23.24
2025-07-29 12:22:10,37.7742046172232,-122.41862609607999,30.69
2025-07-29 12:22:20,37.77413431699605,-122.4190543652575,23.11
2025-07-29 12:22:30,37.77428894077811,-122.41999587717841,23.27
2025-07-29 12:22:40,37.77503369458011,-122.41960302312043,23.87
2025-07-29 12:22:50,37.77540018192953,-122.41956535345915,22.94
2025-07-29 12:23:00,37.77451521330098,-122.41925207991166,25.83
2025-07-29 12:23:10,37.77414370906306,-122.41901818662862,29.98
2025-07-29 12:23:20,37.77462348365449,-122.41889403166857,26.92
2025-07-29 12:23:30,37.77442001753384,-122.41992671959117,25.66
2025-07-29 12:23:40,37.7751345925333,-122.4190728557999,21.99
2025-07-29 12:23:50,37.77500737096277,-122.41887756335875,24.74
2025-07-29 12:24:00,37.77518058923796,-122.41975108528639,25.46
2025-07-29 12:24:10,37.77490160497982,-122.41956952150778,27.22
2025-07-29 12:24:20,37.774566352806225,-122.41897045152477,23.23
2025-07-29 12:24:30,37.774947449918095,-122.42026616705193,22.74
2025-07-29 12:24:40,37.77566564232959,-122.41854023802065,27.13
2025-07-29 12:24:50,37.77568294330399,-122.41990388774204,30.22
